title,keywords
Mona Lisa Smile,"drama, romance, faculty, art history, rowing, school nurse, femininity, teacher hero, womens issues"
Money Monster,"thriller, bomb, sniper, tv show, hostage drama, police, hostage-taking, new york city, stock market, stock fraud, woman director, tv studio"
Money Talks,"adventure, action, comedy, prison, diamant, liberation of prisoners, transport of prisoners, interview, arrest"
Money Train,"brother brother relationship, subway, new york city, new york subway, train robbery, action, comedy, crime"
Moneyball,"drama, underdog, based on novel, baseball, teamwork, sport, partner, meeting, oakland california, strategy, voice over, statistics"
Monkeybone,"parallel world, organ donation, horniness agent, aftercreditsstinger, adventure, fantasy, animation, action, comedy"
Monsoon Wedding,"drama, comedy, romance, child abuse, adultery, arranged marriage, bollywood, wedding, woman director, wedding arranger, class system"
Monster,"female nudity, prostitute, rape, sexual abuse, desperation, death penalty, motel, job interview, based on true story, murder, betrayal, serial killer, poverty, prostitution, heartbreak, mental illness, woman director, ugly, drama, crime"
Monster House,"fantasy, animation, comedy, family, monster, secret, toy, children, neighbor, mission, child"
Monster's Ball,"drama, romance, southern usa, waitress, parents kids relationship, overweight child, loss of child, new love, unsociability, ethnic stereotype, independent film, electric chair, xenophobia"
Monster-in-Law,"comedy, romance, bad mother-in-law, surgeon, dogsitter, falling in love"
Monsters,"monster, pyramid, radio, dystopia, infection, forest, low-budget, alien, alien invasion, central america, vigil, cattle, dead fish, drama, thriller, science fiction"
Monsters University,"animation, family, monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger"
Monsters vs Aliens,"alien, giant robot, duringcreditsstinger, adventure, animation, science fiction, family"
"Monsters, Inc.","animation, comedy, family, monster, infant, energy supply, company, rivalry, hijinks, best friend, scream, conveyor belt, energy company, friend"
Monte Carlo,"adventure, comedy, romance, monte carlo, mistaken identity, look-alike, young woman, texan, american abroad"
Monty Python and the Holy Grail,"adventure, fantasy, comedy, holy grail, monk, scotland yard, swordplay, camelot, round table, chapter, aggression by animal, knight, king arthur, wedding reception, midnight movie, monty python, knights of the round table, anarchic comedy"
Moon,"drama, science fiction, moon, artificial intelligence, clone, isolation, future, dystopia, space, cloning, moon base"
Moonlight Mile,"drama, romance"
Moonraker,"adventure, action, thriller, science fiction, venice, mass murder, space marine, space suit, marcus square, space battle, secret base, utopia, space travel, boat chase, astronaut, lasers, british secret service, weightlessness"
Moonrise Kingdom,"drama, comedy, romance, new england, first love, eye patch, search party, devastation, pen pal, handkerchief, child smoking, small town sheriff, the color red, the color blue, boy scouts, sand dancing, meet cute, boy scouts leader, pipe smoking, duringcreditsstinger"
Mooz-lum,"drama, independent film"
Morning Glory,"work ethic, tv morning show, tv reporter, drama, comedy, romance"
Mortal Kombat,"fantasy, action, martial arts, monster, island, gore, sorcerer, tournament, violence, based on video game, hand to hand combat"
Mortal Kombat: Annihilation,"martial arts, authority, tournament, battle, fighting, based on video game, hand to hand combat, fantasy, action, science fiction"
Mortdecai,"adventure, comedy, based on novel, painting, debt, art dealer, stolen painting"
Morvern Callar,"drama, independent film, woman director"
Mother and Child,"adoptive mother, nymphomaniac, mother daughter relationship, drama, romance"
Motherhood,"drama, comedy, mother role, blog, woman director"
Moulin Rouge!,"drama, music, romance, duke, musical, writer's block, music, terminal illness, writer, no opening credits, moulin rouge, bohemian, toulouse lautrec, red curtain, cancan dance, la traviata, orpheus and eurydice, dance hall"
Movie 43,"comedy, slapstick, ensemble cast, duringcreditsstinger, woman director, laxative"
Mr. & Mrs. Smith,"drama, action, comedy, thriller, bomb, assassin, secret identity, secret, assault rifle, gun, married couple, hitman, decoy, marriage crisis, marriage, job, dysfunctional marriage, gunfight, bullet wound"
Mr. 3000,"drama, comedy, baseball, sport"
Mr. Bean's Holiday,"comedy, family, holiday, france, film director, chaos, clumsy fellow, to drop brick, aftercreditsstinger"
Mr. Church,"drama, cook, friendship"
Mr. Deeds,"love letter, new hampshire, ferrari, liar, city country contrast, inheritance, billionaire, new york city, kindness, fable, apple tree, corporate take over, chrysler building, comedy, romance"
Mr. Holland's Opus,"drama, music, family, composer, mentor, deaf-mute, musical, apprentice, private life, music, disabled"
Mr. Peabody & Sherman,"adventure, animation, family, father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy"
Mr. Popper's Penguins,"comedy, family, taxi, restaurant, zoo, penguin, ex husband, little boy, zookeeper, doorman, ride, bird hatching, aftercreditsstinger, duringcreditsstinger"
Mr. Smith Goes to Washington,"corruption, washington d.c., senate, senator, governor, politician, camp, conservative, usa politics, political drama, drama, comedy"
Mr. Turner,"drama, history, painter"
Mrs Henderson Presents,"drama, comedy, world war ii, widow, musical, theatre milieu, nacktrevue, variety"
Mrs. Doubtfire,"drama, comedy, family, san francisco, parents kids relationship, restaurant, nanny, mask, custody battle, fake identity"
Mrs. Winterbourne,"drama, comedy, romance, role reversal, mistaken identity, train wreck"
Much Ado About Nothing,"shakespeare, bachelor, new love, rage and hate, lover, wedding, intrigue, drama, comedy, romance"
Mud,"drama, river, snake, arkansas, fugitive, river boat"
Mulan,"adventure, animation, family, homeland, musical, training, daughter, cricket, princess, dragon, luck"
Mulholland Drive,"drama, thriller, mystery, schizophrenia, identity, amnesia, loss of sense of reality, suppressed past, trauma, key, bisexuality, hallucination, surreal, job interview, casting, suspense, independent film, lesbian, los angeles"
Multiplicity,"fantasy, comedy, science fiction, clone, mistake in person, cloning, experiment gone wrong, construction"
Mumford,"drama, comedy, romance"
Munich,"drama, action, history, thriller, paris, assassination, israel, hotel room, 1970s, hostage, intelligence, olympic games, munich, mossad, israeli, palestinian, beirut, ailul al aswad, plo, bomb constructor, baader-meinhof group, olympian village, revenge"
Muppets from Space,"fantasy, comedy, science fiction, family, puppet, the muppets"
Muppets Most Wanted,"adventure, comedy, crime, family, musical, the muppets"
Murder by Numbers,"drama, thriller, crime, detective, secret, fbi, homicide, evidence, nerd, vice, intellectual, high school, partner, murder, rich, forensic"
Murderball,"paralympics, wheelchair, sport, rugby, documentary"
Music and Lyrics,"comedy, music, romance, pop star, song, romantic comedy, song writing, piano"
Must Love Dogs,"sister sister relationship, make a match, single, children, teacher, dating, divorce, pet dog, computer dating, internet dating, wooden boats, comedy, romance"
Mutant World,"science fiction, winter, mutant, post-apocalyptic, dystopia, meteor, politics of scarcity"
Mutual Appreciation,"drama, comedy, musician, romance, independent film, mumblecore"
My All American,"drama, american football, biography, sport, championship"
My Baby's Daddy,"comedy, birth, expectant mother, fatherhood, baby born, woman director"
My Beautiful Laundrette,"london england, gay, immigration, society, british, independent film, gay interest, racism, drama, comedy, romance"
My Best Friend's Girl,"comedy, romance, date, sex, bar, test, friendship, insult, stripper, blonde, liar, wedding, lap dance, duringcreditsstinger"
My Best Friend's Wedding,"karaoke, marriage proposal, new love, love of one's life, kiss, man-woman relation, secret love, wedding, comedy, romance"
My Big Fat Greek Wedding,"drama, comedy, romance, usa, parents kids relationship, greece, culture clash, midlife crisis, restaurant, bad mother-in-law, mother-in-law, parents-in-law, son-in-law, father-in-law, patriarch, bad father-in-law, greek, wedding, family, xenophobia"
My Big Fat Greek Wedding 2,"comedy, romance, family, comedy, wedding"
My Big Fat Independent Movie,"comedy, independent film"
My Bloody Valentine,"sheriff, miner, delusion, head injury, remake, slaughter, blood, aftercreditsstinger, 3d, horror, mystery"
My Blueberry Nights,"drama, romance, usa, kaffeehaus, poker, lovesickness, waitress, bar, night life, night, melancholy, approach, loneliness"
My Boss's Daughter,"comedy, romance"
My Cousin Vinny,"drama, comedy, prison, southern usa, suspicion, cousin, court, lawyer, wrongful arrest"
My Date with Drew,"obsession, camcorder, crush, dream girl, documentary"
My Dog Skip,"drama, comedy, family, mississippi, childhood memory, dog"
My Dog Tulip,"human animal relationship, dog, german shepherd, woman director, animation, drama, comedy"
My Fair Lady,"drama, music, romance, family, musical, transformation, flower girl, colonel, wager, suitor, class differences, tutor, aristocrat, linguist, street, high society, misogynist, guttersnipe, class prejudice, opposites attract"
My Favorite Martian,"alien, martian, based on tv series, fish out of water, drama, comedy, science fiction, family"
My Fellow Americans,"drama, comedy, white house, usa president, national security agency (nsa), danger, sable, writ"
My Girl,"neighbor, child killed by animal, writing class, makeup artist, bee sting, camper, cosmetologist, tree climbing, death in childbirth, tuba, motor home, bee attack, drama, comedy, family"
My Last Day Without You,"drama, comedy, romance"
My Life in Ruins,"comedy, romance, beach, greece, tour bus, tour guide, viagra, hospital"
My Life Without Me,"drama, romance, farewell, responsability, dying and death, night shift, daughter, secret love, mother daughter relationship, woman director"
My Name Is Bruce,"parody, parallel world, horror, comedy"
My Name Is Khan,"drama, romance, bollywood"
My Own Private Idaho,"drama, romance, individual, gay, father son relationship, rome, robbery, treasure, portland, cocaine, generations confilct, idaho, hustler, german, seattle, narkolepsy, pink bathrobe, prostitution, gay sex, incest, lgbt, road movie"
My Sister's Keeper,"drama, parents kids relationship, sister sister relationship, court case, in vitro fertilisation, medical examiner, kidney transplant "
My Soul to Take,"soul, serial killer, slasher, teenager, 3d, drama, horror, thriller, mystery"
My Stepmother is an Alien,"comedy, science fiction, alien, spoof, sneeze, levitation, message"
My Summer of Love,"england, brother sister relationship, becoming an adult, northern england, female friendship, moped, lesbian relationship, homosexuality, summer, tomboy, lgbt, drama, thriller, romance"
My Super Ex-Girlfriend,"fantasy, drama, action, comedy, crime, science fiction, new york, flying, ex-boyfriend, ex-girlfriend, disappointment, supernatural powers, shark"
My Week with Marilyn,"based on novel, biography, historical figure, marilyn monroe, drama"
Mystery Men,"adventure, fantasy, action, comedy, science fiction, bowling, hostage, sphinx, training, insane asylum, tools, frankenstein, casanova, superhero, based on comic book, independent film, comedy, spoof, skull, shovel, disco, superhero spoof, invisible man, dark horse comics, invisibility, rajah, bowling ball, spleen, evil genius"
"Mystery, Alaska","sport, ice hockey, drama, comedy"
Mystic Pizza,"drama, comedy, romance, independent film, commitment, lobster, portuguese american"
Mystic River,"drama, thriller, crime, mystery, child abuse, sexual abuse, loss of child, repayment, suppressed past, arbitrary law, boston, workers' quarter, reference to sprite, child"
N-Secure,"drama, thriller, crime"
Nacho Libre,"comedy, family, nun, sport, orphanage, ordensbruder, ringer, money"
Namastey London,"drama, romance, foreign"
Nancy Drew,"adventure, action, thriller, crime, mystery, family, california, detective, based on novel, dream, kidnapping, chase, party, murder, rescue, escape, hollywood, teenager, explosion, surveillance, flashback"
"Nannerl, la soeur de Mozart","royal court, overbearing father, harpsichord, 18th century, drama"
Nanny McPhee,"fantasy, comedy, family, loss of mother, nanny, education, wizardry, children, single father"
Nanny McPhee and the Big Bang,"nanny, fantasy, children, aftercreditsstinger, duringcreditsstinger, woman director, fantasy, comedy"
Napoleon Dynamite,"comedy, underdog, brother brother relationship, idaho, high school, chat, independent film, teenager, school dance, social outcast, aftercreditsstinger"
Narc,"assertion, investigation, internal affairs, narcotics cop, drama, action, thriller, crime"
National Lampoon's Loaded Weapon 1,"comedy, cocaine, police, spoof, los angeles"
National Lampoon's Vacation,"usa, relatives, family vacation, family holiday, duringcreditsstinger, adventure, comedy, romance"
National Lampoon’s Van Wilder,"comedy, romance, male nudity, female nudity, sex, college, locker room, doggystyle, flirting, exposu00e9, pug, bon bon, fraternity pledge, greek letter, laxative"
National Treasure,"adventure, action, thriller, mystery, riddle, treasure, treasure hunt, archaeologist, archeologyu00a0"
Naturally Native,"drama, native american, racism, family, woman director"
Navy Seals vs. Zombies,"louisiana, navy seal, zombie, violence, infected, walking dead, baton rouge, horror, action"
Neal 'n' Nikki,"comedy, romance, musical"
Nebraska,"adventure, drama, montana, small town, dementia, aging, road trip, f word, pickup truck, lincoln nebraska, nebraska, sweepstakes, confronting the past"
Need for Speed,"street race, super cars, super speed, car, based on video game, duringcreditsstinger, 3d, drama, action, thriller, crime"
Neighbors,"comedy, alcohol, baby, party, family, fraternity, fraternity house, neighbor neighbor relationship, bathroom humor"
Neighbors 2: Sorority Rising,"alcohol, college, party, sequel, sorority, neighbor, family, fraternity, bathroom humor, comedy"
Nerve,"adventure, crime, mystery, based on novel, technology, internet, hacking, teenager, new york city, game, adaptation, dare, cellphone video, based on young adult novel, smartphone, taking a risk"
Network,"drama, corruption, sex, adultery, television, profit, nudity, power, tv ratings, murder, corporate, reporter, co-worker, meeting, news, fired, network, anchor, structure, rant"
Never Again,"comedy, romance, romantic comedy"
Never Back Down,"drama, action, rebel, martial arts, underground, fight, training, champion, sport, high school, party, revenge, blood, nemesis, violence, club, brawl"
Never Back Down 2: The Beatdown,"male nudity, cage, kiss, fistfight, sport, cage fighting, kickboxer, martial arts tournament, beefcake, martial arts training, drama, action"
Never Let Me Go,"drama, science fiction, romance, soul, based on novel, sadness, forgiveness, dystopia, boarding school, cloning, existentialism"
Never Say Never Again,"video game, spy, bahamas, british, stealing, scuba diving, scuba, british secret service, adventure, action, thriller"
New in Town,"comedy, minnesota, small town, economy, plants, vegetarian, love, rural setting, labor, manufacturing, middle america, rube, ice fishing"
New Nightmare,"fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos, fantasy, horror, thriller, mystery"
New Year's Eve,"comedy, romance, new year's eve, illustrator, caterer, pedicab, ticket, videoconferencing, multiple storylines, duringcreditsstinger"
New York Minute,"twin sister, music video, geek, vacation, university, teen comedy, woman director, comedy"
New York Stories,"drama, comedy, romance, new york, mother, hotel, robbery, jealousy, obsession, artist, gallery, assistant, anthology, lawyer, city, art, occult, young"
"New York, New York","new york, jazz, saxophonist, falling in love, drama, music, romance"
Newlyweds,"comedy, romance"
Next Day Air,"action, comedy, crime, duringcreditsstinger"
Next Friday,"prison, repayment, gang war, boy gang, revenge, escape from prison, escape, los angeles, gang member, mexican american, cholo, comedy"
Next Stop Wonderland,"drama, comedy, romance, independent film"
Niagara,"clock tower, infidelity, self-defense, waterfall, delirium, murder, morgue, tour guide, fear, pursuit, hitchcockian, screaming, unconsciousness, film noir, adultress, drama, thriller, crime"
Nicholas Nickleby,"adventure, drama, action, family"
Nick and Norah's Infinite Playlist,"comedy, music, romance, concert, teenager, one night, based on young adult novel, secret location"
Night at the Museum,"adventure, fantasy, action, comedy, family, museum, skeleton, night shift, chaos, genghis khan, maya civilization, natural history, theodore roosevelt, dinosaur, based on children's book, magical object, security guard, duringcreditsstinger, inanimate objects coming to life"
Night at the Museum: Battle of the Smithsonian,"adventure, fantasy, action, comedy, family, museum, theodore roosevelt, duringcreditsstinger, amelia earhart, smithsonian"
Night at the Museum: Secret of the Tomb,"adventure, fantasy, comedy, family, night watchman, museum, natural history, history, smithsonian"
Night of the Living Dead,"horror, brother sister relationship, cemetery, gun, gas station, loss of father, cellar, house, barricade, zombie, trapped, bitten"
Nightcrawler,"drama, thriller, crime, journalism, underground, tv station, sociopath, home invasion, car chase, tv news, employer employee relationship, ethics, stringer"
Nighthawks,"action, thriller, crime"
Nim's Island,"adventure, fantasy, comedy, family, fictional place, exotic island, shipwreck, cruise, volcano, e-mail, liana, daughter, turtle, author, talking animal, pirate, woman director, iguana, sea lion"
Nine,"memory, sidewalk cafe, room key, driving a car, coastline, stairway, search for meaning, sequins, singing photograph, sliding down a pole, costume designer, duringcreditsstinger, 1960s, drama, music, romance"
Nine 1/2 Weeks,"drama, romance, sexual obsession, prostitute, women's sexual identity, broker, gallery owner, sadomasochism"
Nine Dead,"kidnapping, murder, suspense, drama, horror, thriller, crime"
Ninja Assassin,"action, thriller, crime, assassination, assassin, ninja fighter, revenge, ninja, ninjutsu"
Nirgendwo in Afrika,"drama, loss of family, emigration, world war ii, jew, national socialism, kenia, only child, farm, marriage crisis, capture, woman director, emigrant"
Nixon,"drama, history, usa president, presidential election, watergate scandal, biography, government, historical figure"
No Country for Old Men,"texas, drug traffic, hitman, united statesu2013mexico barrier, suspense, drama, thriller, crime"
No End in Sight,"documentary, white house, occupying power, independent film, incompetence, irak, superpower, warfare"
No Escape,"action, thriller, hotel, revolution, race against time, engineer, coup, survival, rebellion, execution, american, family, american abroad, u.s. embassy, foreign"
No Good Deed,"sadistic, hostage, sociopath, serial killer, blood, escaped convict, murderer, home invasion, killer, deadly, escaped killer, thriller, crime"
No Man's Land: The Rise of Reeker,"horror, thriller, sheriff, robber, burned alive, gore, serial killer, grim reaper, desert, held at gunpoint, death, taser, hit by a car, exploding gasoline station, flashback"
No Reservations,"italy, competition, loss of mother, loss of sister, new love, cook, cooking, restaurant, bars and restaurants, mother role, funeral, kitchen, perfectionist, comedy"
No se Aceptan Devoluciones,"drama, comedy, bachelor, vespa"
No Strings Attached,"comedy, romance, father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex, best friends in love, duringcreditsstinger, fling, father son conflict, friends with benefit"
Noah,"adventure, drama, bible, god, noah, 3d"
Nomad,"action, history, war"
Non-Stop,"action, thriller, mystery, airplane, conspiracy, airplane crash, cell phone, hijack, one night, mystery killer"
North Country,"drama, rape, secret, minnesota, witness, miner, insult, court, lawsuit, love, lesbian, battle, case, woman, woman director, landmark, harrassment, legal"
Northfork,"fantasy, drama, science fiction"
Not Another Teen Movie,"comedy, underdog, ball, kiss, high school, school party, parody, crush, teenage crush, prom queen, sitting on a toilet, aftercreditsstinger, duringcreditsstinger"
Not Cool,"comedy, sex, thanksgiving, friendship, high school, love, coming of age, wild party"
Not Easily Broken,"drama, romance"
Notes on a Scandal,"drama, romance, sex, adultery, based on novel, cat, infidelity, secret, obsession, blackmail, nudity, seduction, studio, friendship, stalker, love, loneliness, teacher, conservative, student, teenager, relationship, art, female stalker, extramarital affair, journal, sitting on a toilet"
Nothing,"fantasy, comedy, science fiction, loser, bullying, leere, independent film, best friend, cowardliness"
Nothing But a Man,drama
Nothing to Lose,"adventure, action, comedy, rap music, infidelity, security camera, loss, crook, sociopath, revenge, artifact, f word, racism, criminal, on the road, desert, security guard, shoplifting, screwball, reckless driving, road movie, buddy comedy, unlikely friendship, carjacker, advertising executive, suv, aftercreditsstinger"
Notting Hill,"drama, comedy, romance, london england, bookshop, birthday, new love, film maker, paparazzi, press conference, wheelchair, bath tub, cohabitant, friendship, fame, celebration, movie star, spectacle"
November,"post traumatic stress  disorder, photographer, loss of lover, professor, trauma, hold-up robbery, november, murder, independent film, polaroid, drama, thriller, mystery"
Novocaine,"comedy, thriller, crime, murder, independent film, drug, dentist"
Now Is Good,"drama, romance, cancer, teenager, teen drama, bucket list, based on young adult novel"
Now You See Me,"thriller, crime, paris, bank, secret, fbi, vault, magic, new orleans, investigation, heist, conspiracy, money, escape, new york city, las vegas, explosion"
Now You See Me 2,"adventure, action, comedy, thriller, crime, mystery, london england, china, magic, secret society, vigilante, sequel, revenge, heist, on the run, macau china, magician"
Nowhere Boy,"drama, musician, musical, biography, teenager, dark past, hit by a car, new brighton england, woman director, 1950s, aspiring musician"
Nowhere to Run,"prisoner, fight, liberation, shelter, adventure, drama, action, thriller"
Nueve Reinas,"drama, thriller, crime, hotel, con man, stamp, police, partner, money, scam, grifter, convenience store, swindle, rare stamps"
Nurse 3-D,"nurse, sexual murder, revenge, lesbian relationship, dark comedy, hospital, horror, thriller"
Nurse Betty,"comedy, thriller, crime, independent film, native american, violence, soap opera, used car dealer, nurse uniform, female bartender, tv production, heart specialist, formosa cafe hollywood, tv writer, murderer duo"
Nutty Professor II: The Klumps,"alter ego, mad scientist, family, dean, duringcreditsstinger, research laboratory, fantasy, comedy, science fiction, romance"
O,"drama, thriller, romance, sex, jealousy, girlfriend, high school, columbine, high school sports, friends, drug, xenophobia"
"O Brother, Where Art Thou?","adventure, action, comedy, prophecy, southern usa, music record, country music, mississippi, seduction, musical, fraud"
Obitaemyy Ostrov,"fantasy, action, thriller, science fiction, based on novel, brother sister relationship, sword fight, spaceship, strugatsky, brainwashing, big city, girlfriend from china, hard to kill, outer space, testting, testing, head of state"
Oblivion,"spacecraft, dystopia, space, drone, imax, human vs alien, adventure, action, science fiction, mystery"
Observe and Report,"drama, comedy, crime, robbery, unrequited love, security guard, mall"
Obsluhoval jsem anglického krále,"expensive restaurant, luxury, adolf hitler, prague, sudetendeutsch, little boy, nazi germany, drama, comedy"
Obvious Child,"comedy, romance, independent film, woman director"
Ocean's Eleven,"prison, pickpocket, strip club, con artist, atlantic city, cockney accent, las vegas, card dealer, explosives expert, black and white scene, male, salt lake city utah, thriller, crime"
Ocean's Thirteen,"thriller, crime, casino, thief, revenge, heist, las vegas, pretending to be rich, labor strike"
Ocean's Twelve,"sequel, fabergu00e9 egg, dutch eastindian company, second, part, golden egg, goon, thriller, crime"
Oceans,"documentary, family, ocean, sea, fish, whale, duringcreditsstinger"
October Baby,"drama, adoption, college"
Octopussy,"adventure, action, thriller, atomic bomb, eastern block, crocodile, secret intelligence service, kgb, snake charmer, hot air balloon, east berlin, british secret service"
Oculus,"horror, hallucination, supernatural, mirror, skepticism, ghost"
Office Space,"suburbia, downsizing, software engineer, burnout, dallas texas, beach resort, coworker relationship, laziness, duringcreditsstinger, business rivalry, comedy, crime"
Old Dogs,"comedy, family, japanese, camp, best friend, co-worker, kids, duringcreditsstinger, sports marketing firm"
Old Joy,"woman director, drama"
Old School,"comedy, sex doll, streaking, mouth to mouth resuscitation"
Oliver Twist,"drama, crime, family, london england, child abuse, street gang, runaway, child labour, children's home, orphanage, thief, violence, good and bad, child"
Oliver!,"drama, music, family, pickpocket, musical, victorian england, orphan"
Olympus Has Fallen,"action, thriller, white house, secret service, terrorist attack"
On Deadly Ground,"action, thriller, fight, inuit, petrol, company, alaska, enviromental"
On Her Majesty's Secret Service,"adventure, action, thriller, london england, suicide, england, switzerland, secret identity, new identity, honeymoon, secret mission, secret organization, secret lab, villain, kilt, family history, title of nobility, snow storm, daughter, espionage, killer, british secret service, skiing, alps, aftercreditsstinger"
On The Downlow,"drama, confession, hazing, gang member, latino, lgbt, catholic priest, shakespeare's romeo and juliet, latino lgbt, gang initiation, gunplay"
On the Line,"comedy, romance, family"
On the Outs,"drama, prison, drug dealer, single mother, teenage pregnancy, woman director, dominican"
On the Road,"based on novel, cemetery, narration, nudity, funeral, song, friendship, road trip, marijuana, snow, cigarette smoking, writer, photograph, on the road, sex scene, typewriter, voice over, suicide thoughts, road movie, denver colorado, kerouac, adventure, drama"
On the Waterfront,"drama, crime, murder, suspense, union, dock, longshoreman, pigeon"
Once,"drama, music, romance, rock and roll, pop, irland, music style, love of one's life, fascination, music lover, song, lovers, dublin, to make music, music, music instrument, tenderness, pianist, love sickness, music band"
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"new york, beckenbauer, pele, documentary"
Once Upon a Time in America,"drama, crime, life and death, corruption, street gang, rape, sadistic, lovesickness, sexual abuse, money laundering, opium"
Once Upon a Time in Mexico,"corruption, cia, action"
Ondine,"drama, romance, alcohol, mermaid, wedding dress, fishing net, selkie"
One Day,"based on novel, comedian, job, love, male female relationship, author, writer, divorce, best friends in love, woman director, missed opportunity, drama, romance"
One Direction: This Is Us,"documentary, music, concert"
One Flew Over the Cuckoo's Nest,"individual, rebel, self-destruction, wheelchair, lunatic asylum, dying and death, rage and hate, freedom, insanity, basic rights and human rights, psychiatrist, drama"
One for the Money,"action, comedy, crime, bounty hunter, based on novel, romance, framed, bail jumper, woman director"
One Hour Photo,"sexual abuse, hotel room, cheating, supermarket, penalty, nudity, knife, birthday party, photography, stalker, photo lab, suspense, sitting on a toilet, imagination, voyeurism, unfaithful husband, horror, thriller"
One Man's Hero,"drama, action, history, western, war, army, battlefield, chivalry"
One Missed Call,"candy, loss of sister, mobile phone, answering machine, dying and death, victim, death of a friend, sms, asthma, friendship, police, delusion, remake, cowardliness, train, horror, thriller, mystery"
One Night with the King,"drama, based on novel, persia, queen, esther"
One True Thing,"dysfunctional family, cancer, death of parent, drama, romance"
Ong Bak 2,"adventure, action, thriller, sequel"
Only God Forgives,"bangkok, suicidal, arthouse, neo-noir, drug trafficker, very little dialogue, emasculation, drama, thriller, crime"
Only the Strong,action
Oorlogswinter,"drama, history, war, netherlands, world war ii"
Opal Dream,"miner, australia, terminal illness, imaginary friend, independent film, drama, family, foreign"
Open Range,"western, horse, beef, ranger"
Open Road,"drama, action, thriller, drug dealer, police, killer, illegal drugs, dealer"
Open Season,"adventure, animation, family, hunter, mountains, garage, grizzly bear, bunny, chase, forest, deer, bear, hunt"
Open Secret,"suspense, film noir, thriller, crime, mystery"
Open Water,"drama, thriller, diving, cataclysm, nightmare, panic, red sea, primal fear, scuba diving, shark, scuba"
Opposite Sex,"comedy, bet, divorce, gender, battle of the sexes, life competition"
Ordet,"drama, faith, independent film, religion, religious fundamentalist, pregnant wife"
Ordinary People,"post traumatic stress  disorder, depression, suicide attempt, grief, dysfunctional family, guilt, death of son, grieving, drama"
Orgazmo,"comedy, pornography, sex, secret, fight, star, superhero, independent film, wedding, crime, mormon, woman director, sidekick, henchmen"
Original Sin,"drama, thriller, mystery, romance, women, sex, cuba, eroticism, lover (female), passion, coffee grower, sin, denunciation"
Orphan,"horror, thriller, mystery, nun, deaf-mute, orphan, all girl, troubled marriage, aftercreditsstinger, duringcreditsstinger"
Osama,"independent film, drama"
Oscar and Lucinda,"drama, romance, minister, australia, inheritance, wager, woman director, 19th century"
Osmosis Jones,"cold, flu, lethal virus, construction worker, adventure, animation, action, comedy, family"
Ouija,"horror, death of a friend, swimming pool, ouija, ouija board, teenager, based on board game, ghost, spiritualism, supernatural horror"
Our Brand Is Crisis,"drama, comedy, bolivia, woman, political campaign, south america, year 2002"
Our Family Wedding,"interracial marriage, wedding, duringcreditsstinger, comedy"
Our Idiot Brother,"drama, comedy, brother sister relationship, sister sister relationship, family clan, idealist, duringcreditsstinger"
Our Kind of Traitor,"thriller, based on novel, woman director"
Out Cold,"comedy, manager, alcohol, races, mountains, gondola, snowboarding, airplane, father, sport, prank, alaska, male female relationship, drug humor, hot tub, ski resort"
Out of Africa,"drama, dancing, train station, denmark, fire, cemetery, compass, lion, picnic, fireworks, grave, passion, farm worker, plantation, kenia, coffee plantation, safari, banker, airplane, wedding night, adventure, aggression by animal, friendship, syphillis"
Out of Sight,"journalist, bedroom, purse, trunk, elmore leonard, comedy, crime, romance"
Out of the Blue,"drama, drama, punk, independent film, coming of age, teenage girl, alcoholic father, new zealand, gun rampage, police, independent film, neighbor, person running amok"
Out of the Dark,"horror, thriller"
Out of the Furnace,"drama, thriller, crime, prison, brother brother relationship, drug dealer, brother, revenge, drug use, car accident, justice, family, bare knuckle fighting, rust belt, neo-noir, manslaughter, social decay, ptsd"
Out of Time,"miami, florida, double murder, divorce, drama, thriller, crime"
Outbreak,"drama, action, thriller, science fiction, river, general, research, army, serum, monkey, epidemic, medical research"
Outside Bet,"comedy, racehorse"
Outside Providence,"drama, comedy, romance, suicide, sex, sexuality, college, police, campus, party, love, revenge, prank, independent film, student, teenager, drug, humiliation, flashback, accident"
Over Her Dead Body,"diary, romantic comedy, death of lover, spirit, death by accident, psychic, moving on, comedy"
Over the Hedge,"animation, comedy, family, squirrel, eating and drinking, vororte, garden, grizzly bear, entrapment, suburbian idyll, garbage, forest, turtle, hiding in a garbage container, skunk, racoon, animal"
Owning Mahowny,"female nudity, gambling, casino, nudity, banker, toronto, fraud, niagara falls, based on true story, atlantic city, money, las vegas, surveillance, gambler, bank fraud, drama, thriller, crime"
Oz: The Great and Powerful,"adventure, fantasy, family, circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d"
P.S. I Love You,"job-hopping, irland, shoe seller, letter, dying and death, loss of husband, drama, romance"
Paa,"drama, family, foreign"
Pacific Rim,"adventure, action, science fiction, dystopia, giant robot, giant monster, apocalypse, imax, duringcreditsstinger, 3d"
